comment_text,sentiment,emotion
"love watching you video's, watching your tech video""s give warmth and information that you're looking for at the same time, love that. looking forward for a next year oled and new redesign, that'll be insane. totally worth the price",Positive,love
I feel sad about the camera performance of this Samsung TV,Negative,sad
"hope xiaomi can make their phone more lighter so that it can match our love to hold our cp, if samsung can do it i think you can do it as well xiaomi",Positive,love
Totally in love with this OnePlus TV display,Positive,love
Scared about overheating problem in this Apple TV long term use la problem varuma nu bayam,Negative,fear
Totally in love with this Apple mobile display seriously impressed,Positive,love
I absolutely love this Lenovo laptop design,Positive,love
Expected more from this Redmi laptop but disappointed,Negative,sad
still having the 2020 core i5 mbp. still looks so good ngl,Positive,joy
Scared about overheating problem in this LG laptop long term use la problem varuma nu bayam,Negative,fear
Risky purchase decision choosing this HP mobile long term use la problem varuma nu bayam design super ah iruku not satisfied with this device,Negative,fear
Build quality feels cheap in this OnePlus laptop totally worth the price,Negative,sad
i liked it ❤ i want to review a itel super 26 ultra please will romba happy with this,Positive,love
This HP laptop did not meet my expectations,Negative,sad
Concerned about durability of this OnePlus laptop,Negative,fear
Display clarity of this OnePlus mobile is fantastic,Positive,joy
I absolutely love this HP TV design,Positive,love
Heating issue in this OnePlus laptop makes me angry,Negative,anger
Risky purchase decision choosing this Apple laptop build quality konjam improve panna nalla irukum build quality konjam improve panna nalla irukum,Negative,fear
Highly satisfied and love using this HP laptop romba happy with this,Positive,love
I am really happy with this HP mobile camera quality,Positive,joy
Worst experience with this Lenovo mobile very disappointed camera performance sema,Negative,anger
Totally in love with this Samsung TV display,Positive,love
I am worried about long term performance of this OnePlus mobile,Negative,fear
i’m on a base m1 air and this looks enticing- good thing i’m broke 😂,Positive,joy
"i was considering buying an 13 inch 24 gb 100gb storage macbook air, but..i already own a quite good enough lenovo legion laptop, so at least for the moment i will not consider apple laptop. though i am considering and struggling to decide for a tablet (base ipad, air or 11 inch pro or 13 inch pro). for the moment i am still thinking and checking reviews.",Positive,joy
Battery drains fast in this Apple laptop waste of money battery backup romba nalla iruku,Negative,anger
i liked it ❤ i want to review a itel super 26 ultra please will long term use la problem varuma nu bayam,Positive,love
This Redmi laptop exceeded my expectations,Positive,joy
Highly satisfied and love using this Apple laptop design super ah iruku battery backup romba nalla iruku,Positive,love
I am worried about long term performance of this LG TV battery backup romba nalla iruku,Negative,fear
bro 4 month munnadi pootiga 100 therumba pooduga bro 100 ku ulla ph la best mobile,Positive,joy
Not sure if this HP laptop will last long design super ah iruku design super ah iruku,Negative,fear
This Lenovo laptop is my favorite device now battery backup romba nalla iruku,Positive,love
I am worried about long term performance of this LG laptop seriously impressed,Negative,fear
Worst experience with this Apple TV very disappointed design super ah iruku,Negative,anger
"watching this video on my redmi note 5 pro, and it’s still working great !!",Positive,joy
I feel sad about the camera performance of this Apple TV,Negative,sad
Totally in love with this Redmi mobile display romba happy with this,Positive,love
Sound quality of this OnePlus TV is not good design super ah iruku konjam disappointed,Negative,sad
i love my new macbook air love it design super ah iruku,Positive,love
"are you sure, trakin? i'm noticing issues like overheating and poor performance. please share an honest review. not satisfied with this device",Negative,sad
Battery drains fast in this Apple laptop waste of money,Negative,anger
Totally in love with this Sony mobile display,Positive,love
Redmi laptop performance is amazing and super smooth,Positive,joy
"watching from 13 pro plus5g , battery aint dead after 2 years yet , also sank it into lake for about 1 minute still works .. pro+ models go for 300€ usually after initial launch , good phone, good deal",Positive,joy
Battery drains fast in this Dell TV waste of money battery backup romba nalla iruku,Negative,anger
Sound quality of this Dell mobile is not good battery backup romba nalla iruku,Negative,sad
Highly satisfied and love using this Dell TV romba happy with this,Positive,love
This Dell laptop is my favorite device now,Positive,love
solladha visiyangal worst processor bezels really worst ip 67 finnaly.. software pathi ivalo pesa onnum illa but pesirukar cause petti varanum la konjam nallave brand kaga muttu koduthu mazhupi pesirukar. camera performance sema romba happy with this,Negative,anger
Scared about overheating problem in this Dell TV build quality konjam improve panna nalla irukum totally worth the price,Negative,fear
Worst experience with this Lenovo TV very disappointed not satisfied with this device,Negative,anger
This Dell mobile is my favorite device now totally worth the price totally worth the price,Positive,love
Concerned about durability of this Samsung TV camera performance sema,Negative,fear
bought this a36 ❤ phone summa tharam makkaley.. one ui 7 phone worthuh❤,Positive,joy
Heating issue in this Lenovo laptop makes me angry konjam disappointed,Negative,anger
Risky purchase decision choosing this LG TV build quality konjam improve panna nalla irukum,Negative,fear
Totally in love with this HP laptop display konjam disappointed not satisfied with this device not satisfied with this device long term use la problem varuma nu bayam,Positive,love
Sound quality of this Apple laptop is not good,Negative,sad
Heating issue in this LG mobile makes me angry,Negative,anger
Battery backup in this HP laptop is excellent,Positive,joy
Concerned about durability of this Redmi TV long term use la problem varuma nu bayam,Negative,fear
Highly satisfied and love using this Dell laptop,Positive,love
Sound quality of this HP mobile is not good,Negative,sad
This Redmi mobile exceeded my expectations,Positive,joy
This OnePlus laptop did not meet my expectations camera performance sema,Negative,sad
Risky purchase decision choosing this Apple laptop konjam disappointed totally worth the price,Negative,fear
Display clarity of this Apple mobile is fantastic,Positive,joy
I feel sad about the camera performance of this LG laptop totally worth the price battery backup romba nalla iruku,Negative,sad
"i’m on a 14” mbp m1 pro…still chugging along but wouldn’t mind upgrading to the m5 pro when it releases. that said, the m4 air is an incredible value for the price that will satisfy 99% of users! no charger included in the uk and eu? “you will own nothing. and be happy” - klaus schwab and the world economic forum 😂",Neutral,joy
samsung best camera and videogropy,Positive,joy
Love the premium feel of this Sony mobile,Positive,love
Very poor build quality from LG mobile battery backup romba nalla iruku,Negative,anger
Display clarity of this Lenovo mobile is fantastic,Positive,joy
Totally in love with this Sony mobile display romba happy with this,Positive,love
"as good as apple silicon is, we need to highlight how good computers have gotten in the past decade that even an 5th gen core i5 with an ssd is still more than good enough for everyday computing. (provided that the rest of the computer hasn't completely fallen apart)",Positive,joy
Build quality feels cheap in this Sony laptop,Negative,sad
other brand iq 200 rupes sna gen. 7.3 kedaikuthu 90 wat fast charger oda .. 😂😂,Positive,joy
Love the premium feel of this OnePlus TV,Positive,love
Totally in love with this Dell mobile display,Positive,love
Concerned about durability of this Sony TV totally worth the price romba happy with this,Negative,fear
Battery drains fast in this Apple TV waste of money not satisfied with this device,Negative,anger
Highly satisfied and love using this HP TV,Positive,love
Expected more from this Lenovo mobile but disappointed design super ah iruku build quality konjam improve panna nalla irukum,Negative,sad
"what i really like about this chip is that it advances macbook pros at an affordable price point. if you don't want to pay full retail, there is a big secondary market of m2 to m4 macbooks of air, pro 14 and pro 16 models for you to find an affordable macbook for your needs. i feel that if you have an m1, you can still wait to upgrade but that it is a big jump if you choose to. i have an m1 max/32gb/1tb i paid $3200 for. i can get an m5 macbook pro with the same ram, 50% faster cpu in both single and multi, and twice the storage for 30% cheaper. i won't upgrade, but i think it is a fair (and tempting) choice.",Positive,joy
I feel sad about the camera performance of this Lenovo TV long term use la problem varuma nu bayam,Negative,sad
Battery backup in this Sony laptop is excellent,Positive,joy
"i think m4 air is best for me. i just entered the details of my 2019 mbp and apple said they will give me upto 170 quid. i might as well keep it then! i won't get a better (spare) laptop for that. i moved to m4 mini recently, but really covet the m4 air in black. however, i think i will wai for a bit and see what the new air is like later on. konjam disappointed",Positive,joy
Sound quality of this HP TV is not good,Negative,sad
Highly satisfied and love using this Dell mobile,Positive,love
I am worried about long term performance of this Lenovo laptop totally worth the price,Negative,fear
Totally in love with this HP laptop display,Positive,love
I absolutely love this Dell laptop design,Positive,love
Totally in love with this Sony mobile display design super ah iruku,Positive,love
Very poor build quality from Lenovo laptop not satisfied with this device seriously impressed,Negative,anger
Risky purchase decision choosing this Lenovo laptop konjam disappointed seriously impressed,Negative,fear
This Dell mobile is my favorite device now,Positive,love
Build quality feels cheap in this Sony TV design super ah iruku,Negative,sad
Highly satisfied and love using this Samsung mobile,Positive,love
This Dell mobile is my favorite device now build quality konjam improve panna nalla irukum,Positive,love
i liked it ❤ i want to review a itel super 26 ultra please will totally worth the price,Positive,love
Heating issue in this Samsung TV makes me angry,Negative,anger
Expected more from this Lenovo mobile but disappointed design super ah iruku,Negative,sad
stability shows just 34% what bro wrong bro and this mobile 1.5 lakh so sad,Neutral,sad
Highly satisfied and love using this LG mobile camera performance sema,Positive,love
I am worried about long term performance of this HP TV,Negative,fear
I feel sad about the camera performance of this Apple TV design super ah iruku,Negative,sad
you don't get the charger because the europeans live under tyranny. and love it. lol. sheep. sad!,Positive,sad
Highly satisfied and love using this Redmi laptop battery backup romba nalla iruku battery backup romba nalla iruku not satisfied with this device,Positive,love
Totally in love with this Dell laptop display long term use la problem varuma nu bayam,Positive,love
Totally in love with this Samsung laptop display camera performance sema,Positive,love
This Lenovo TV is my favorite device now,Positive,love
Totally in love with this LG laptop display,Positive,love
Build quality feels cheap in this HP laptop battery backup romba nalla iruku camera performance sema,Negative,sad
This OnePlus TV did not meet my expectations,Negative,sad
Scared about overheating problem in this Sony mobile long term use la problem varuma nu bayam long term use la problem varuma nu bayam,Negative,fear
naan samsung galaxy m33 5g use panniran 1.5year but lag pansam illa,Negative,anger
I feel sad about the camera performance of this Apple TV not satisfied with this device,Negative,sad
Very poor build quality from OnePlus mobile konjam disappointed,Negative,anger
Concerned about durability of this LG TV,Negative,fear
Love the premium feel of this Redmi laptop,Positive,love
Risky purchase decision choosing this LG TV design super ah iruku,Negative,fear
Battery drains fast in this HP laptop waste of money battery backup romba nalla iruku,Negative,anger
Concerned about durability of this Apple mobile,Negative,fear
just upgraded from the m2 air to the m4 today. main reason is because my m2 had 8gb of ram and it would slow down when i'm editing videos or pics. not often but it was still noticeable. i had 512gb of storage as well. but now i have 16gb of ram with the same 512gb so now i should be able to keep the m4 for the next 5 years.,Negative,anger
Scared about overheating problem in this Redmi TV,Negative,fear
I feel sad about the camera performance of this Sony laptop design super ah iruku camera performance sema totally worth the price,Negative,sad
I absolutely love this LG mobile design totally worth the price,Positive,love
worst mobile in the segment 😂,Negative,anger
Lenovo TV performance is amazing and super smooth,Positive,joy
Risky purchase decision choosing this Lenovo mobile,Negative,fear
Heating issue in this Dell TV makes me angry battery backup romba nalla iruku,Negative,anger
Totally in love with this Samsung mobile display romba happy with this,Positive,love
This Samsung TV did not meet my expectations totally worth the price,Negative,sad
"are you sure, trakin? i'm noticing issues like overheating and poor performance. please share an honest review. romba happy with this",Negative,sad
Build quality feels cheap in this Redmi laptop totally worth the price,Negative,sad
Scared about overheating problem in this Lenovo TV design super ah iruku not satisfied with this device romba happy with this,Negative,fear
Battery backup in this Lenovo TV is excellent,Positive,joy
Worst experience with this Dell TV very disappointed,Negative,anger
Expected more from this Dell TV but disappointed design super ah iruku battery backup romba nalla iruku,Negative,sad
Sound quality of this Sony TV is not good,Negative,sad
Very poor build quality from LG laptop battery backup romba nalla iruku battery backup romba nalla iruku,Negative,anger
Build quality feels cheap in this LG mobile,Negative,sad
This Samsung TV is my favorite device now,Positive,love
I absolutely love this OnePlus mobile design konjam disappointed,Positive,love
Risky purchase decision choosing this Lenovo TV seriously impressed,Negative,fear
Sound quality of this Redmi TV is not good build quality konjam improve panna nalla irukum,Negative,sad
Expected more from this HP mobile but disappointed,Negative,sad
I am worried about long term performance of this Sony mobile totally worth the price,Negative,fear
"1:poor processor for this price 2:no charger and usb 2.0 3:average plastic design and only ip67 4:not for gaming 5:software is waste for 6 years bcoz with this phone we cant push more than 3-4 years 6:big bezel , no hdr suppoort in netflix 7:dont but , just an promotion ! totally worth the price camera performance sema totally worth the price",Negative,sad
Expected more from this Samsung TV but disappointed long term use la problem varuma nu bayam battery backup romba nalla iruku,Negative,sad
"so, youtube updated its web player. seems to be focused on accessibility! sorry, the video is about the new m5 on macbook pro. seems that the m5 focused on ai and gpu which is great.",Positive,joy
This Redmi laptop did not meet my expectations konjam disappointed camera performance sema,Negative,sad
Very poor build quality from Samsung laptop battery backup romba nalla iruku totally worth the price konjam disappointed battery backup romba nalla iruku camera performance sema totally worth the price,Negative,anger
Very poor build quality from Samsung laptop battery backup romba nalla iruku,Negative,anger
Not sure if this HP laptop will last long,Negative,fear
Risky purchase decision choosing this Dell laptop,Negative,fear
Scared about overheating problem in this HP laptop,Negative,fear
Expected more from this HP laptop but disappointed totally worth the price,Negative,sad
Battery backup in this OnePlus TV is excellent,Positive,joy
This OnePlus laptop exceeded my expectations camera performance sema romba happy with this,Positive,joy
Concerned about durability of this OnePlus mobile,Negative,fear
bro etha phone v2da realme p4 pro best option bro,Positive,joy
I am worried about long term performance of this Lenovo laptop totally worth the price long term use la problem varuma nu bayam,Negative,fear
This OnePlus laptop exceeded my expectations design super ah iruku,Positive,joy
"7:58 10:10 laggy ui, apdi podu🤙 camera performance sema",Negative,anger
sounds like a great machine but i won’t purchase another mac or pc without touchscreen.,Positive,joy
Very poor build quality from Samsung laptop battery backup romba nalla iruku totally worth the price,Negative,anger
Worst experience with this Lenovo TV very disappointed camera performance sema,Negative,anger
hanging issue bro.. heating issue.. worst mobile..,Negative,anger
Concerned about durability of this LG TV romba happy with this,Negative,fear
Concerned about durability of this Sony mobile totally worth the price battery backup romba nalla iruku seriously impressed,Negative,fear
This Dell laptop did not meet my expectations totally worth the price,Negative,sad
Not sure if this Sony mobile will last long camera performance sema build quality konjam improve panna nalla irukum konjam disappointed,Negative,fear
Totally in love with this Redmi TV display,Positive,love
Heating issue in this Sony TV makes me angry konjam disappointed battery backup romba nalla iruku,Negative,anger
#supertt #vaalga bro oppo reno 14 5g review video podunga bro,Positive,joy
"200% more performance for 60% more money, sounds like a good deal to me",Positive,joy
Concerned about durability of this Apple laptop konjam disappointed,Negative,fear
Risky purchase decision choosing this Dell TV not satisfied with this device konjam disappointed battery backup romba nalla iruku,Negative,fear
Battery drains fast in this Dell TV waste of money,Negative,anger
"i have m2 air. and it works really well, my only issue is that it only supports 1 screen! romba happy with this",Negative,anger
Display clarity of this OnePlus laptop is fantastic,Positive,joy
Build quality feels cheap in this LG laptop build quality konjam improve panna nalla irukum,Negative,sad
why don’t you do a review of the macbook range and break them down to the best mac for each user and their requirement,Positive,joy
Build quality feels cheap in this Redmi mobile not satisfied with this device,Negative,sad
Scared about overheating problem in this Dell TV build quality konjam improve panna nalla irukum,Negative,fear
im waiting october month mobiles🤩🤩nammakaana offers appu varum guys money save pannunga nalla mobile oct month vangalam namma yelarum dont waste present money design super ah iruku konjam disappointed,Negative,sad
Very poor build quality from HP mobile camera performance sema,Negative,anger
This HP mobile did not meet my expectations camera performance sema,Negative,sad
"samsung new updates are great, but it's disappointing that no new battery technology has arrived yet bro",Positive,joy
Scared about overheating problem in this Sony TV seriously impressed not satisfied with this device,Negative,fear
i liked it ❤ i want to review a itel super 26 ultra please will romba happy with this camera performance sema,Positive,love
"my max screen on time with my 13"" mb air m4 is 12 hours doing ""normal"" office work, ie lots of browser windows, mail, word, excel, etc., youtube or others for music in the background. not bad, but certainly not ""all day"".",Negative,anger
Highly satisfied and love using this Sony laptop,Positive,love
Expected more from this Sony TV but disappointed,Negative,sad
This OnePlus laptop exceeded my expectations camera performance sema,Positive,joy
Risky purchase decision choosing this Redmi mobile,Negative,fear
"bro moto edge 60 fusion vs samsung a 35 which is worth both has same os updates , not for gaming only for multimedia experience and using features",Positive,joy
"impressive performance of the m5, dude i can't wait to buy a future mac mini m5 pro battery backup romba nalla iruku",Positive,joy
This Redmi laptop did not meet my expectations konjam disappointed,Negative,sad
Heating issue in this HP TV makes me angry,Negative,anger
Expected more from this Sony TV but disappointed long term use la problem varuma nu bayam camera performance sema,Negative,sad
Concerned about durability of this Lenovo TV not satisfied with this device,Negative,fear
Heating issue in this Dell TV makes me angry camera performance sema,Negative,anger
Totally in love with this Samsung mobile display romba happy with this build quality konjam improve panna nalla irukum,Positive,love
Concerned about durability of this Redmi TV,Negative,fear
Concerned about durability of this Sony mobile totally worth the price,Negative,fear
Highly satisfied and love using this LG mobile camera performance sema battery backup romba nalla iruku long term use la problem varuma nu bayam,Positive,love
I am worried about long term performance of this HP laptop long term use la problem varuma nu bayam,Negative,fear
that cyberpunk fps improvement is pretty amazing. i wonder what that will translate to in world of warcraft terms. might almost be the same as the difference from the m4 to m4 pro base chip.,Positive,joy
"as a regular guy who uses his laptop for mostly excel and word(i have a pc and deck for gaming).. the 15"" air m4 was my upgrade about 2 months ago, my previous laptop was a dell latitude 7280 i've had since 2016.. and my dear lord the difference is just too huge, this thing runs cold not cool, cold af🤣🤣.. best decision ever, for most people the m4 air is more than enough for day to day business",Positive,joy
Expected more from this Dell TV but disappointed design super ah iruku battery backup romba nalla iruku battery backup romba nalla iruku,Negative,sad
that will be my new mac. though my m1 macbook pro is not doing too bad for 5 years old. it's insane.,Negative,anger
This OnePlus TV is my favorite device now design super ah iruku,Positive,love
This Samsung TV is my favorite device now totally worth the price,Positive,love
HP TV performance is amazing and super smooth,Positive,joy
Love the premium feel of this Sony TV,Positive,love
Sound quality of this HP TV is not good build quality konjam improve panna nalla irukum romba happy with this,Negative,sad
Heating issue in this Dell TV makes me angry camera performance sema,Negative,anger
Highly satisfied and love using this Sony laptop konjam disappointed,Positive,love
im waiting october month mobiles🤩🤩nammakaana offers appu varum guys money save pannunga nalla mobile oct month vangalam namma yelarum dont waste present money design super ah iruku totally worth the price,Negative,sad
Battery backup in this LG laptop is excellent,Positive,joy
i have the m2 air and its a piece of crap. i have dual monitors and it can't open more than 10 tabs without it coming to a standstill. airs are great for very basic tasks but not for any vaguely heavy lifting,Positive,joy
Battery drains fast in this LG TV waste of money,Negative,anger
im waiting october month mobiles🤩🤩nammakaana offers appu varum guys money save pannunga nalla mobile oct month vangalam namma yelarum dont waste present money,Negative,sad
This Apple mobile performance is terrible totally worth the price,Negative,anger
I absolutely love this LG mobile design,Positive,love
I am really happy with this Samsung TV camera quality,Positive,joy
im waiting october month mobiles🤩🤩nammakaana offers appu varum guys money save pannunga nalla mobile oct month vangalam namma yelarum dont waste present money design super ah iruku,Negative,sad
#supertt blue color nalla iruku ❤❤,Positive,joy
Sound quality of this Dell mobile is not good,Negative,sad
Not sure if this Redmi laptop will last long,Negative,fear
This Dell laptop did not meet my expectations,Negative,sad
This HP TV is my favorite device now,Positive,love
Battery drains fast in this Apple mobile waste of money,Negative,anger
This OnePlus laptop is my favorite device now design super ah iruku battery backup romba nalla iruku,Positive,love
I feel sad about the camera performance of this Sony laptop design super ah iruku camera performance sema,Negative,sad
Scared about overheating problem in this Apple TV long term use la problem varuma nu bayam design super ah iruku not satisfied with this device,Negative,fear
"how about m. 35, 8/128 variant , good device, daily use?",Positive,joy
Not sure if this Apple mobile will last long long term use la problem varuma nu bayam camera performance sema,Negative,fear
Build quality feels cheap in this Dell mobile,Negative,sad
Very poor build quality from HP laptop long term use la problem varuma nu bayam,Negative,anger
Not sure if this HP TV will last long totally worth the price,Negative,fear
This LG TV performance is terrible,Negative,anger
This Redmi laptop did not meet my expectations,Negative,sad
I feel sad about the camera performance of this LG TV,Negative,sad
Sony mobile performance is amazing and super smooth,Positive,joy
bro neegha enna editing app bro use panrigha. effects la super realistic ka iruku . solluga bro plz..,Positive,joy
Totally in love with this HP laptop display konjam disappointed not satisfied with this device konjam disappointed,Positive,love
Heating issue in this Sony TV makes me angry konjam disappointed build quality konjam improve panna nalla irukum,Negative,anger
Scared about overheating problem in this Apple TV long term use la problem varuma nu bayam seriously impressed,Negative,fear
"is upgrading from a mbp m3 14 worth it? i faced display limitations and wished for space black and nano display. i have 16 gb ram and 1 tb ssd, considering upgrading to 24 gb ram and 2 tb ssd with a mbp m5. trading mine in could cost a lot, but is the full experience worth it? thanks for any advice you can share.",Positive,joy
Not sure if this Sony mobile will last long camera performance sema build quality konjam improve panna nalla irukum,Negative,fear
Totally in love with this HP laptop display konjam disappointed build quality konjam improve panna nalla irukum,Positive,love
show the settings for the game benchmarks otherwise this video is useless.,Negative,anger
Sound quality of this HP laptop is not good,Negative,sad
I absolutely love this OnePlus TV design,Positive,love
"to be honest, there isn't much difference from the macbook pro m4. the fact that only the processor has changed doesn't really make a difference. the m5 pro base model should have started with at least a 12-19 core cpu, 1tb ssd, wi-fi 7, 160hz refresh rate and 32gb ram. there's no point in upgrading from the m2, m3 or m4 at this point. however, macbook air has significant overheating and throttling issues. not satisfied with this device",Negative,anger
Sound quality of this OnePlus TV is not good,Negative,sad
Highly satisfied and love using this Redmi laptop design super ah iruku long term use la problem varuma nu bayam,Positive,love
"wait, why are the uk abiding to the eu rules about the charging bricks not being included. last time i checked we were outsiders. also, these gen on gen chip improvements are really impressive, intel and amd should take note",Positive,joy
This Redmi TV did not meet my expectations,Negative,sad
Scared about overheating problem in this Samsung TV,Negative,fear
This Samsung TV is my favorite device now totally worth the price not satisfied with this device totally worth the price,Positive,love
awesome intelligent 🧠 ah apadina😢,Positive,joy
Love the premium feel of this LG TV,Positive,love
Heating issue in this HP TV makes me angry design super ah iruku,Negative,anger
Highly satisfied and love using this Redmi laptop battery backup romba nalla iruku,Positive,love
confuse venam ithu worst launch than,Negative,anger
Display clarity of this OnePlus TV is fantastic,Positive,joy
Scared about overheating problem in this Sony mobile romba happy with this,Negative,fear
Risky purchase decision choosing this Apple laptop,Negative,fear
Concerned about durability of this Lenovo laptop,Negative,fear
This Samsung TV is my favorite device now romba happy with this,Positive,love
Build quality feels cheap in this Dell mobile not satisfied with this device,Negative,sad
chinese manufacturers love the 8mp ultrawide more than their parents and children konjam disappointed,Positive,love
Scared about overheating problem in this Apple TV long term use la problem varuma nu bayam totally worth the price,Negative,fear
1500 ரூபாய்க்கு கொடுத்தாலுமே வேண்டாம். யோவ் கம்பெனியில் துட்டு வாங்கி கொண்டு பொய் பிரச்சாரம் செய்யாதே,Negative,sad
இந்த மொபைல் performance ரொம்ப அருமையாக இருக்கிறது.,Positive,joy
இந்த லேப்டாப் வேகம் எதிர்பார்த்ததை விட சிறப்பாக உள்ளது.,Positive,joy
இந்த TV display clarity மிகச் சிறப்பு.,Positive,joy
கேமரா quality ரொம்ப அழகாக படம் எடுக்கிறது.,Positive,joy
பேட்டரி backup மிகவும் நன்றாக உள்ளது.,Positive,joy
இந்த device daily useக்கு மிகவும் smooth ஆக இருக்கிறது.,Positive,joy
Gaming performance ரொம்ப impressive ஆக உள்ளது.,Positive,joy
இந்த brand quality உண்மையிலேயே மகிழ்ச்சி அளிக்கிறது.,Positive,joy
Sound quality மிகவும் தெளிவாக உள்ளது.,Positive,joy
இந்த மொபைல் design மிகவும் அழகாக இருக்கிறது.,Positive,joy
இந்த மொபைல் ரொம்ப மோசமாக வேலை செய்கிறது.,Negative,anger
பேட்டரி சீக்கிரம் காலியாகிறது மிகவும் கோபமாக உள்ளது.,Negative,anger
லேப்டாப் அடிக்கடி hang ஆகிறது மிகவும் சங்கடமாக உள்ளது.,Negative,anger
கேமரா quality மிகவும் மோசம்.,Negative,anger
இந்த device வாங்கியது பணம் வீணானது.,Negative,anger
Heating issue அதிகமாக உள்ளது மிகவும் சிரமம்.,Negative,anger
Build quality மிகவும் குறைவாக உள்ளது.,Negative,anger
Software update பிறகு performance குறைந்து விட்டது.,Negative,anger
இந்த TV sound quality மிகவும் மோசம்.,Negative,anger
Service center support மிகவும் திருப்திகரமாக இல்லை.,Negative,anger
இந்த மொபைல் மீது அதிக எதிர்பார்ப்பு இருந்தது ஆனால் ஏமாற்றம்.,Negative,sad
லேப்டாப் performance எதிர்பார்த்த அளவுக்கு இல்லை.,Negative,sad
கேமரா clarity கொஞ்சம் குறைவாக உள்ளது.,Negative,sad
Battery life சிறிது குறைவாக உள்ளது வருத்தமாக உள்ளது.,Negative,sad
இந்த TV picture quality இன்னும் சிறப்பாக இருக்கலாம்.,Negative,sad
இந்த brand மீது இருந்த நம்பிக்கை குறைந்து விட்டது.,Negative,sad
இந்த device build quality நல்லதாக இல்லை.,Negative,sad
Sound output கொஞ்சம் disappoint ஆக உள்ளது.,Negative,sad
இந்த மொபைல் விலை உயர்ந்தது ஆனால் performance சராசரி தான்.,Negative,sad
வாங்கிய பிறகு கொஞ்சம் வருத்தமாக உள்ளது.,Negative,sad
இந்த மொபைல் நீண்ட காலம் வேலை செய்யுமா என்ற பயம் உள்ளது.,Negative,fear
லேப்டாப் overheating பிரச்சனை வருமோ என்று கவலை.,Negative,fear
Battery health சீக்கிரம் குறையுமோ என்ற சந்தேகம்.,Negative,fear
இந்த TV durability எப்படி இருக்கும் என்று தெரியவில்லை.,Negative,fear
Long term useல் performance குறையுமோ என்ற அச்சம்.,Negative,fear
Software update பிறகு issues வருமோ என்று பயமாக உள்ளது.,Negative,fear
Service support கிடைக்குமா என்ற சந்தேகம்.,Negative,fear
Screen damage ஆகுமோ என்று பயம்.,Negative,fear
Gaming useக்கு இந்த device safeஆ இருக்கும் என தெரியவில்லை.,Negative,fear
Battery blast ஆகுமோ என்ற கவலை உள்ளது.,Negative,fear
இந்த மொபைல் design எனக்கு மிகவும் பிடித்திருக்கிறது.,Positive,love
இந்த லேப்டாப் performance மீது நான் மிகவும் மகிழ்ச்சி அடைகிறேன்.,Positive,love
இந்த TV display quality மிகவும் பிடித்தது.,Positive,love
இந்த brand மீது எனக்கு மிகுந்த நம்பிக்கை உள்ளது.,Positive,love
Camera performance மீது நான் மிகவும் திருப்தியாக உள்ளேன்.,Positive,love
இந்த device premium feel மிகவும் அருமை.,Positive,love
Daily useக்கு இந்த மொபைல் எனக்கு ரொம்ப பிடித்தது.,Positive,love
இந்த லேப்டாப் smooth experience மிகவும் பிடித்திருக்கிறது.,Positive,love
இந்த TV sound clarity மிகவும் ரசிக்க வைக்கிறது.,Positive,love
இந்த product வாங்கியது மிகவும் சரியான முடிவு என்று நினைக்கிறேன்.,Positive,love
intha mobile performance sema smooth ah iruku,Positive,joy
camera quality paatha romba happy ah iruken,Positive,joy
battery backup full day easily sustain aguthu,Positive,joy
display clarity super ah feel aguthu,Positive,joy
gaming experience romba enjoyable ah iruku,Positive,joy
intha laptop speed unexpected ah nalla iruku,Positive,joy
sound quality romba clear ah kekuthu,Positive,joy
daily usage ku perfect device nu feel aguthu,Positive,joy
design pakka premium ah theriyuthu,Positive,joy
overall experience romba satisfying ah iruku,Positive,joy
intha tv picture quality vera level ah iruku,Positive,joy
apps ellam lag illa smooth ah open aguthu,Positive,joy
charging speed romba fast ah iruku,Positive,joy
usage la romba comfortable ah iruku,Positive,joy
build quality strong ah iruku nu theriyuthu,Positive,joy
camera night mode romba impressive,Positive,joy
intha product use panna happy feeling varuthu,Positive,joy
performance consistent ah iruku romba nalla,Positive,joy
price ku worth ah iruku nu feel aguthu,Positive,joy
expect pannathukku mela output kudukuthu,Positive,joy
intha mobile romba slow ah work aguthu,Negative,anger
battery drain romba fast ah aguthu irritate aguthu,Negative,anger
heating issue romba over ah iruku,Negative,anger
intha laptop use panna kovam varuthu,Negative,anger
camera quality romba worst ah iruku,Negative,anger
update apram performance total ah spoil ayiduchu,Negative,anger
money waste pannina mathiri feel aguthu,Negative,anger
touch response sari illa romba annoying,Negative,anger
intha tv sound romba weak ah iruku,Negative,anger
gaming panna lag romba adhigam,Negative,anger
build quality cheap ah feel aguthu,Negative,anger
brand mela trust poiduchu,Negative,anger
apps open panna delay romba adhigam,Negative,anger
network issue daily varuthu romba frustration,Negative,anger
intha device recommend panna mudiyathu,Negative,anger
over price but performance zero,Negative,anger
speaker sound distortion varuthu,Negative,anger
battery health seekiram degrade ayiduchu,Negative,anger
service support romba worst experience,Negative,anger
intha product vanginathu biggest mistake,Negative,anger
intha mobile pathi expectation jasthi but satisfy agala,Negative,sad
performance konjam disappoint pannuthu,Negative,sad
camera result average ah dhan iruku,Negative,sad
battery life konjam better irundha nalla irukum,Negative,sad
intha laptop build quality disappoint pannuthu,Negative,sad
price ku innum better expect panninen,Negative,sad
usage la konjam dull feeling iruku,Negative,sad
display brightness konjam kammi ah iruku,Negative,sad
sound output expected level illa,Negative,sad
